#ID,TPM,SEBE_PEDROS_CELLS,TOP_HSAP_BLAST,TOPHIT_DESCRIPTION,BLAST_E-VALUE
ML26358a,63558.36,ACTB,actin, cytoplasmic 1 [Homo sapiens],0.0
ML148532a,4810.59,RPS27A,ubiquitin-40S ribosomal protein S27a precursor [Homo sapiens],1.26e-82
ML012410a,4785.94,RPL29,60S ribosomal protein L29 [Homo sapiens],2.87e-16
ML034637a,4766.42,RPS16,40S ribosomal protein S16 isoform 1 [Homo sapiens],1.99e-66
ML43437a,4747.03,RPS28,40S ribosomal protein S28 [Homo sapiens],5.46e-35
ML25764a,4723.28,
ML102253a,4709.07,RPS8,40S ribosomal protein S8 [Homo sapiens],3.30e-96
ML173716a,4660.32,RPL7,60S ribosomal protein L7 isoform 1 [Homo sapiens],8.13e-98
ML073267a,4601.90,
ML013518a,4597.99,RPL37,60S ribosomal protein L37 [Homo sapiens],1.96e-35
ML03874a,4574.96,UBA52,ubiquitin-60S ribosomal protein L40 isoform 1 precursor [Homo sapiens],6.52e-78
ML020045a,4519.81,TUBB4B,tubulin beta-4B chain [Homo sapiens],0.0
ML43662a,4510.42,RPS15A,40S ribosomal protein S15a [Homo sapiens],1.04e-79
ML00748a,4463.19,RPS4X,40S ribosomal protein S4, X isoform [Homo sapiens],7.79e-139
ML148539a,4434.40,RPS25,40S ribosomal protein S25 [Homo sapiens],9.52e-32
ML193210a,4398.73,RPL36,60S ribosomal protein L36 [Homo sapiens],1.72e-32
ML05081a,4341.93,RPL27A,60S ribosomal protein L27a [Homo sapiens],2.63e-75
ML04796a,4257.09,RPS13,40S ribosomal protein S13 [Homo sapiens],2.81e-90
ML14587a,4129.96,RPS27L,40S ribosomal protein S27-like [Homo sapiens],9.43e-44
ML040421a,4086.57,ARF1,ADP-ribosylation factor 1 [Homo sapiens],3.43e-121
ML019148a,4062.25,RPL23,60S ribosomal protein L23 [Homo sapiens],1.86e-82
ML01824a,4061.50,FAU,ubiquitin-like protein fubi and ribosomal protein S30 precursor [Homo sapiens],2.36e-38
ML00985a,4037.34,RPL34,60S ribosomal protein L34 [Homo sapiens],5.26e-38
ML03027a,3961.11,RPL24,60S ribosomal protein L24 [Homo sapiens],3.33e-49
ML043315a,3901.34,RPL15,60S ribosomal protein L15 isoform 1 [Homo sapiens],9.51e-66
ML01249a,3875.26,RPS2,40S ribosomal protein S2 [Homo sapiens],6.89e-138
ML03873a,3874.70,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],6.62e-64
ML13373a,3825.93,RPS5,40S ribosomal protein S5 [Homo sapiens],3.87e-125
ML11636a,3814.34,RPS23,40S ribosomal protein S23 [Homo sapiens],2.46e-90
ML01504a,3725.90,RPS12,40S ribosomal protein S12 [Homo sapiens],1.07e-49
ML358828a,3684.59,
ML165814a,3679.91,RPL18A,60S ribosomal protein L18a [Homo sapiens],6.15e-76
ML03312a,3655.27,RPL17-C18orf32,,2.69e-82
ML021138a,3645.72,RPL28,60S ribosomal protein L28 isoform 2 [Homo sapiens],1.38e-21
ML154192a,3629.53,RPS14,40S ribosomal protein S14 [Homo sapiens],1.11e-86
ML320917a,3607.48,RPS9,40S ribosomal protein S9 isoform a [Homo sapiens],9.55e-102
ML148538a,3593.21,RPL7A,60S ribosomal protein L7a [Homo sapiens],2.56e-105
ML148534a,3528.75,RPL8,60S ribosomal protein L8 [Homo sapiens],1.00e-140
ML03028a,3476.18,RPL10A,60S ribosomal protein L10a [Homo sapiens],1.44e-91
ML10374a,3461.59,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],0.0
ML02402a,3439.39,RPL35,60S ribosomal protein L35 [Homo sapiens],2.18e-48
ML00958a,3288.66,RPS6,40S ribosomal protein S6 [Homo sapiens],1.10e-77
ML06904a,3276.50,RPL6,60S ribosomal protein L6 isoform 1 [Homo sapiens],2.70e-63
ML09539a,3257.49,SLC25A5,ADP/ATP translocase 2 [Homo sapiens],2.41e-96
ML13973a,3255.77,RPL5,60S ribosomal protein L5 [Homo sapiens],9.50e-126
ML21315a,3223.85,RPS3,40S ribosomal protein S3 isoform 1 [Homo sapiens],1.40e-137
ML006118a,3198.68,RPS3A,40S ribosomal protein S3a isoform 1 [Homo sapiens],2.14e-128
ML09108a,3141.84,
ML01626a,3128.04,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],1.68e-36
ML079816a,3064.40,
ML434311a,3019.51,PPIF,peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor [Homo sapiens],1.16e-89
ML00303a,2976.12,COTL1,coactosin-like protein [Homo sapiens],9.08e-25
ML001918a,2887.20,RPL27,60S ribosomal protein L27 [Homo sapiens],9.04e-62
ML148533a,2881.51,RPL13,60S ribosomal protein L13 isoform 1 [Homo sapiens],1.29e-89
ML306119a,2859.11,
ML276923a,2739.35,
ML02303a,2685.80,EIF4A2,eukaryotic initiation factor 4A-II [Homo sapiens],0.0
ML25762a,2683.60,PTGR1,prostaglandin reductase 1 isoform 1 [Homo sapiens],0.009
ML04144a,2594.12,LOC101929876,,1.38e-55
ML013517a,2540.28,RPS7,40S ribosomal protein S7 [Homo sapiens],8.68e-81
ML28976a,2530.78,
ML096811a,2464.07,UBC,polyubiquitin-C [Homo sapiens],0.0
ML19986a,2438.32,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],3.56e-61
ML21093a,2303.47,
ML13537a,2295.13,RPL22L1,60S ribosomal protein L22-like 1 isoform 1 [Homo sapiens],8.45e-33
ML033619a,2274.98,RPS12,40S ribosomal protein S12 [Homo sapiens],1.05e-49
ML062222a,2272.12,
ML216336a,2192.69,PLAC8,placenta-specific gene 8 protein [Homo sapiens],3.43e-06
ML02404a,2119.31,RPLP1,60S acidic ribosomal protein P1 isoform 1 [Homo sapiens],5.21e-25
ML015613a,2090.82,AHCY,adenosylhomocysteinase isoform 1 [Homo sapiens],0.0
ML049619a,2057.30,
ML06537a,2030.44,CD53,leukocyte surface antigen CD53 isoform 1 [Homo sapiens],8.77e-33
ML00072a,2022.90,ARPC1B,actin-related protein 2/3 complex subunit 1B [Homo sapiens],5.67e-121
ML104636a,2014.41,CALM2,calmodulin-2 isoform 2 [Homo sapiens],1.09e-97
ML079733a,2003.79,ATP5G1,,2.06e-43
ML07001a,2001.34,
ML02003a,1971.81,PABPC1,polyadenylate-binding protein 1 [Homo sapiens],0.0
ML000313a,1889.55,SNRPD1,small nuclear ribonucleoprotein Sm D1 isoform 1 [Homo sapiens],2.58e-53
ML071151a,1869.00,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],9.64e-107
ML13377a,1834.18,NME2,nucleoside diphosphate kinase B isoform a [Homo sapiens],1.10e-70
ML17038a,1821.84,BTF3L4,transcription factor BTF3 homolog 4 isoform 1 [Homo sapiens],5.03e-57
ML03977a,1805.88,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.51e-54
ML077624a,1784.77,CYCS,cytochrome c [Homo sapiens],7.94e-46
ML04795a,1754.01,RPS13,40S ribosomal protein S13 [Homo sapiens],1.89e-85
ML04466a,1642.03,SNU13,NHP2-like protein 1 [Homo sapiens],7.84e-65
ML14779a,1640.76,ATP5B,,0.0
ML139113a,1618.99,
ML29621a,1596.43,
ML077224a,1585.50,TPM3,tropomyosin alpha-3 chain isoform Tpm3.12st [Homo sapiens],1.24e-18
ML10377a,1554.04,TUBA1C,tubulin alpha-1C chain isoform c [Homo sapiens],2.30e-40
ML19406a,1523.08,F11,coagulation factor XI isoform 1 preproprotein [Homo sapiens],1.86e-04
ML02212a,1486.85,
ML182032a,1478.58,ATF2,cyclic AMP-dependent transcription factor ATF-2 isoform 1 [Homo sapiens],8.30e-07
ML101010a,1470.34,
ML21894a,1434.01,NXN,nucleoredoxin isoform 1 [Homo sapiens],4.58e-61
ML04011a,1430.79,HSP90AA1,heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],0.0
ML43661a,1428.44,RPSA,40S ribosomal protein SA isoform 1 [Homo sapiens],7.38e-109
ML375911a,1406.72,ARHGDIB,rho GDP-dissociation inhibitor 2 [Homo sapiens],2.23e-38
ML046318a,1399.98,NFASC,neurofascin isoform 8 precursor [Homo sapiens],7.27e-11
ML084429a,1379.23,ARPC4,actin-related protein 2/3 complex subunit 4 isoform a [Homo sapiens],1.03e-100
ML17595a,1372.81,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],8.93e-104
ML19987a,1358.04,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],4.44e-62
ML14985a,1348.72,SLC25A3,phosphate carrier protein, mitochondrial isoform b precursor [Homo sapiens],3.15e-150
ML25763a,1304.59,
ML11542a,1262.32,EIF5A2,eukaryotic translation initiation factor 5A-2 [Homo sapiens],4.31e-41
ML161321a,1257.88,
ML209113a,1238.30,COX5A,cytochrome c oxidase subunit 5A, mitochondrial precursor [Homo sapiens],4.15e-17
ML327418a,1171.62,
ML01071a,1161.60,
ML271539a,1124.73,
ML434310a,1120.20,PPIF,peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor [Homo sapiens],6.08e-89
ML01365a,1119.27,YBX2,Y-box-binding protein 2 [Homo sapiens],1.68e-38
ML33424a,1099.18,ARPC1A,actin-related protein 2/3 complex subunit 1A isoform 1 [Homo sapiens],3.68e-130
ML032317a,1086.83,HEBP2,heme-binding protein 2 isoform 2 [Homo sapiens],7.72e-13
ML14123a,1086.03,PLS3,plastin-3 isoform 1 [Homo sapiens],0.0
ML04442a,1078.97,
ML375913a,1065.71,ARHGDIA,rho GDP-dissociation inhibitor 1 isoform a [Homo sapiens],3.72e-09
ML05175a,1061.67,SDHB,succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial precursor [Homo sapiens],5.81e-142
ML03454a,1045.05,RPL27,60S ribosomal protein L27 [Homo sapiens],1.34e-61
ML33426a,1044.25,NACA,nascent polypeptide-associated complex subunit alpha isoform d [Homo sapiens],1.73e-68
ML200267a,1034.78,RAN,GTP-binding nuclear protein Ran isoform 1 [Homo sapiens],4.94e-131
ML03001a,1032.40,COX5B,cytochrome c oxidase subunit 5B, mitochondrial precursor [Homo sapiens],2.69e-04
ML065726a,1020.32,
ML051910a,1015.34,SSR4,translocon-associated protein subunit delta isoform 2 precursor [Homo sapiens],4.97e-09
ML07463a,1013.71,ATP5H,,2.10e-09
ML20831a,1013.38,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],0.0
ML010310a,1009.34,
ML052315a,1005.73,SDCBP,syntenin-1 isoform 1 [Homo sapiens],1.12e-82
ML09555a,994.07,ISYNA1,inositol-3-phosphate synthase 1 isoform 1 [Homo sapiens],0.0
ML030412a,990.44,
ML051336a,975.51,SNRPD3,small nuclear ribonucleoprotein Sm D3 [Homo sapiens],6.56e-56
ML13376a,974.72,UBA52,ubiquitin-60S ribosomal protein L40 isoform 1 precursor [Homo sapiens],6.52e-78
ML01625a,969.51,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],3.88e-35
ML19407a,955.53,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1 [Homo sapiens],6.47e-97
ML218837a,953.98,NPC2,NPC intracellular cholesterol transporter 2 isoform 2 precursor [Homo sapiens],3.49e-26
ML10375a,950.10,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],1.69e-162
ML013512a,943.75,H3F3B,,1.91e-96
ML08822a,930.50,
ML00017a,912.50,EEF2,elongation factor 2 [Homo sapiens],0.0
ML26173a,908.24,VDAC2,voltage-dependent anion-selective channel protein 2 isoform 2 [Homo sapiens],4.07e-59
ML074230a,902.38,SUMO1,small ubiquitin-related modifier 1 isoform a precursor [Homo sapiens],2.28e-32
ML29544a,898.93,ATP5J,,0.005
ML20683a,883.67,UFM1,ubiquitin-fold modifier 1 isoform 1 [Homo sapiens],5.39e-50
ML043316a,879.90,NME2,nucleoside diphosphate kinase B isoform a [Homo sapiens],1.74e-69
ML04201a,876.74,SNRPG,small nuclear ribonucleoprotein G isoform a [Homo sapiens],4.00e-32
ML06491a,859.72,
ML078933a,853.47,
ML012013a,850.47,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],1.41e-95
ML055112a,847.99,
ML049611a,840.84,CDK3,cyclin-dependent kinase 3 [Homo sapiens],2.35e-122
ML00745a,830.13,RNASET2,ribonuclease T2 precursor [Homo sapiens],8.23e-24
ML14596a,812.65,HSPE1,10 kDa heat shock protein, mitochondrial [Homo sapiens],7.32e-34
ML174735a,809.13,ACTG1,actin, cytoplasmic 2 [Homo sapiens],0.0
ML065736a,801.29,
ML25999a,798.06,
ML43581a,791.76,CAP1,adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],1.26e-57
ML00501a,787.60,TAGLN3,transgelin-3 [Homo sapiens],2.24e-49
ML030915a,776.93,PFDN5,prefoldin subunit 5 isoform alpha [Homo sapiens],6.20e-40
ML10192a,776.88,GAPDH,glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],4.53e-80
ML002210a,776.25,UQCRFS1,cytochrome b-c1 complex subunit Rieske, mitochondrial [Homo sapiens],1.67e-62
ML11055a,776.11,ATP5A1,,0.0
ML07426a,771.14,UCK2,uridine-cytidine kinase 2 isoform 1 [Homo sapiens],3.73e-94
ML06901a,765.36,ALDOC,fructose-bisphosphate aldolase C [Homo sapiens],1.33e-114
ML09353a,758.28,SSR2,translocon-associated protein subunit beta precursor [Homo sapiens],1.96e-38
ML19854a,750.47,
ML021126a,749.59,SERP2,stress-associated endoplasmic reticulum protein 2 [Homo sapiens],8.08e-20
ML200242a,745.50,ATP5F1,,6.78e-32
ML040422a,738.80,SSR3,translocon-associated protein subunit gamma isoform 2 [Homo sapiens],2.27e-63
ML30691a,736.85,ETHE1,persulfide dioxygenase ETHE1, mitochondrial isoform 1 [Homo sapiens],2.16e-53
ML23186a,736.18,IDH2,isocitrate dehydrogenase [NADP], mitochondrial isoform 1 precursor [Homo sapiens],1.12e-145
ML26511a,722.24,GABARAPL2,gamma-aminobutyric acid receptor-associated protein-like 2 [Homo sapiens],5.48e-60
ML1541105a,721.11,PRDX1,peroxiredoxin-1 [Homo sapiens],5.12e-96
ML177213a,718.33,GPBP1,vasculin isoform 1 [Homo sapiens],1.40e-04
ML17306a,716.40,PRRT2,proline-rich transmembrane protein 2 isoform 1 [Homo sapiens],5.94e-04
ML11615a,716.11,ELOC,elongin-C isoform a [Homo sapiens],9.12e-51
ML08645a,710.21,COX6B2,cytochrome c oxidase subunit 6B2 [Homo sapiens],2.05e-15
ML05442a,706.55,P4HB,protein disulfide-isomerase precursor [Homo sapiens],5.60e-170
ML234524a,704.87,CSAD,cysteine sulfinic acid decarboxylase isoform 2 [Homo sapiens],2.19e-29
ML10006a,695.50,ATP5O,,9.86e-47
ML03394a,681.59,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.76e-91
ML00265a,680.84,BUB3,mitotic checkpoint protein BUB3 isoform a [Homo sapiens],5.58e-97
ML13102a,678.99,IDH1,isocitrate dehydrogenase [NADP] cytoplasmic [Homo sapiens],4.86e-36
ML04146a,678.64,DDX39B,spliceosome RNA helicase DDX39B [Homo sapiens],0.0
ML02763a,678.25,VBP1,prefoldin subunit 3 isoform 1 [Homo sapiens],4.39e-65
ML09352a,676.07,ATP5C1,,1.02e-98
ML02012a,668.65,
ML12596a,668.40,FRAS1,extracellular matrix protein FRAS1 isoform 1 precursor [Homo sapiens],3.73e-05
ML36923a,663.05,PA2G4,proliferation-associated protein 2G4 [Homo sapiens],5.47e-134
ML154193a,648.62,ZRANB2,zinc finger Ran-binding domain-containing protein 2 isoform 1 [Homo sapiens],2.61e-52
ML329517a,643.39,
ML018020a,639.95,MAT2A,S-adenosylmethionine synthase isoform type-2 [Homo sapiens],0.0
ML056941a,623.45,OR1C1,olfactory receptor 1C1 [Homo sapiens],7.45e-06
ML01409a,620.43,CFAP20,cilia- and flagella-associated protein 20 [Homo sapiens],1.11e-140
ML02252a,619.78,SNRPE,small nuclear ribonucleoprotein E isoform 1 [Homo sapiens],2.21e-47
ML141114a,617.72,BHMT,betaine--homocysteine S-methyltransferase 1 [Homo sapiens],2.20e-91
ML215411a,617.43,
ML02501a,614.34,ESD,S-formylglutathione hydrolase [Homo sapiens],2.15e-22
ML15977a,610.78,DDX5,probable ATP-dependent RNA helicase DDX5 isoform a [Homo sapiens],0.0
ML01927a,610.59,GSTM2,glutathione S-transferase Mu 2 isoform 1 [Homo sapiens],8.40e-43
ML41825a,606.83,
ML17031a,604.88,GNG10,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 [Homo sapiens],1.57e-09
ML218918a,602.69,
ML10931a,602.38,
ML13047a,600.32,
ML257621a,599.87,SMYD2,N-lysine methyltransferase SMYD2 [Homo sapiens],6.14e-08
ML137115a,599.31,SIK2,serine/threonine-protein kinase SIK2 [Homo sapiens],7.84e-113
ML049621a,596.45,
ML005132a,596.28,PMPCB,mitochondrial-processing peptidase subunit beta precursor [Homo sapiens],1.08e-170
ML047312a,595.90,ATP5D,,2.16e-37
ML011728a,593.45,DYNLRB2,dynein light chain roadblock-type 2 isoform 1 [Homo sapiens],5.13e-56
ML149649a,593.13,ARL8A,ADP-ribosylation factor-like protein 8A isoform 1 [Homo sapiens],2.89e-109
ML056710a,592.69,
ML11638a,592.26,CANT1,soluble calcium-activated nucleotidase 1 [Homo sapiens],1.82e-74
ML095327a,588.33,CAP2,adenylyl cyclase-associated protein 2 isoform 1 [Homo sapiens],2.94e-29
ML149631a,587.24,CALM3,calmodulin-3 isoform 1 [Homo sapiens],1.29e-56
ML076016a,577.31,SYNDIG1,synapse differentiation-inducing gene protein 1 [Homo sapiens],1.60e-07
ML08042a,572.65,TMOD1,tropomodulin-1 [Homo sapiens],1.65e-24
ML090218a,567.93,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens],2.40e-69
ML218822a,566.35,GSN,gelsolin isoform b [Homo sapiens],2.72e-55
ML00882a,565.48,
ML053014a,560.50,STOML3,stomatin-like protein 3 isoform 1 [Homo sapiens],1.43e-76
ML17599a,560.35,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],8.47e-41
ML014425a,558.12,CTSD,cathepsin D preproprotein [Homo sapiens],1.09e-45
ML00108a,556.95,UQCRB,cytochrome b-c1 complex subunit 7 isoform 1 [Homo sapiens],8.14e-04
ML04861a,555.11,PFDN6,prefoldin subunit 6 [Homo sapiens],8.82e-24
ML01915a,549.05,EIF3M,eukaryotic translation initiation factor 3 subunit M isoform 1 [Homo sapiens],2.57e-68
ML053627a,547.97,
ML12848a,547.25,DAD1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 [Homo sapiens],2.60e-51
ML048123a,547.23,ARPC2,actin-related protein 2/3 complex subunit 2 [Homo sapiens],9.69e-125
ML015750a,542.73,CCT4,T-complex protein 1 subunit delta isoform a [Homo sapiens],0.0
ML141118a,542.32,
ML070220a,539.00,ALDOA,fructose-bisphosphate aldolase A isoform 2 [Homo sapiens],1.16e-42
ML28601a,537.28,SNX13,sorting nexin-13 isoform b [Homo sapiens],2.65e-22
ML02654a,525.73,KCNIP4,Kv channel-interacting protein 4 isoform 1 [Homo sapiens],0.002
ML10557a,522.17,POLR2J,DNA-directed RNA polymerase II subunit RPB11-a isoform 1 [Homo sapiens],1.11e-14
ML148514a,510.32,MYL6,myosin light polypeptide 6 isoform 1 [Homo sapiens],1.09e-38
ML005315a,509.00,
ML320912a,502.30,CHMP2A,charged multivesicular body protein 2a [Homo sapiens],8.03e-87
ML23068a,501.84,KRAS,GTPase KRas isoform a [Homo sapiens],9.39e-93
ML166415a,497.15,TXNDC2,thioredoxin domain-containing protein 2 isoform 1 [Homo sapiens],1.36e-16
ML016719a,494.68,
ML076024a,490.79,SAR1B,GTP-binding protein SAR1b [Homo sapiens],6.67e-91
ML00801a,489.11,CCT3,T-complex protein 1 subunit gamma isoform a [Homo sapiens],0.0
ML055912a,488.18,
ML05202a,487.71,FUBP3,far upstream element-binding protein 3 [Homo sapiens],1.09e-58
ML10511a,487.59,MRTO4,mRNA turnover protein 4 homolog [Homo sapiens],3.99e-72
ML128227a,485.77,
ML049025a,485.73,CDC42,cell division control protein 42 homolog isoform 1 precursor [Homo sapiens],1.17e-126
ML04283a,483.30,
ML154510a,481.94,SMIM14,small integral membrane protein 14 [Homo sapiens],2.45e-19
ML17922a,481.61,
ML045248a,474.46,SNRPA1,U2 small nuclear ribonucleoprotein A' [Homo sapiens],2.31e-83
ML016211a,472.53,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],1.14e-60
ML26175a,472.43,PSMB3,proteasome subunit beta type-3 [Homo sapiens],7.09e-108
ML032114a,472.02,FBP2,fructose-1,6-bisphosphatase isozyme 2 [Homo sapiens],1.06e-54
ML052910a,469.63,SERBP1,plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens],3.02e-05
ML13166a,467.08,PSMA3,proteasome subunit alpha type-3 isoform 1 [Homo sapiens],7.04e-117
ML049620a,465.23,
ML104634a,463.67,YWHAB,14-3-3 protein beta/alpha [Homo sapiens],7.51e-106
ML14271a,462.30,AIF1,allograft inflammatory factor 1 isoform 3 [Homo sapiens],7.85e-45
ML032332a,461.82,PSMD13,26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens],9.42e-101
ML26071a,461.48,PSAP,prosaposin isoform a preproprotein [Homo sapiens],1.15e-11
ML033217a,460.89,EHD1,EH domain-containing protein 1 isoform 1 [Homo sapiens],0.0
ML234523a,454.99,CAPSL,calcyphosin-like protein [Homo sapiens],1.81e-91
ML02115a,452.00,TIMM17B,mitochondrial import inner membrane translocase subunit Tim17-B isoform 2 [Homo sapiens],2.23e-58
ML034657a,450.05,PLAC8,placenta-specific gene 8 protein [Homo sapiens],0.003
ML01918a,447.18,PDHB,pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform 1 precursor [Homo sapiens],1.05e-55
ML127017a,446.03,RSPH4A,radial spoke head protein 4 homolog A isoform 1 [Homo sapiens],0.003
ML08263a,437.01,
ML058011a,435.31,MSRB1,methionine-R-sulfoxide reductase B1 isoform 2 [Homo sapiens],5.22e-36
ML09257a,434.68,SELENOT,thioredoxin reductase-like selenoprotein T precursor [Homo sapiens],6.48e-19
ML26171a,434.57,SLC25A20,mitochondrial carnitine/acylcarnitine carrier protein [Homo sapiens],7.84e-91
ML06903a,434.22,HNRNPA3,heterogeneous nuclear ribonucleoprotein A3 isoform a [Homo sapiens],2.37e-44
ML13611a,434.03,EEF1G,elongation factor 1-gamma [Homo sapiens],6.71e-63
ML35936a,433.10,ETF1,eukaryotic peptide chain release factor subunit 1 isoform 1 [Homo sapiens],0.0
ML032112a,431.29,FBP1,fructose-1,6-bisphosphatase 1 [Homo sapiens],1.41e-34
ML06417a,430.85,PPA1,inorganic pyrophosphatase [Homo sapiens],6.48e-93
ML28145a,430.16,
ML358836a,429.07,NDUFAB1,acyl carrier protein, mitochondrial precursor [Homo sapiens],5.13e-14
ML016326a,428.59,NIFK,MKI67 FHA domain-interacting nucleolar phosphoprotein [Homo sapiens],3.13e-36
ML35651a,426.00,ACTG1,actin, cytoplasmic 2 [Homo sapiens],0.0
ML204421a,424.25,OSTF1,osteoclast-stimulating factor 1 [Homo sapiens],2.78e-59
ML073256a,422.46,SOD1,superoxide dismutase [Cu-Zn] [Homo sapiens],3.16e-57
ML32221a,422.04,FYN,tyrosine-protein kinase Fyn isoform a [Homo sapiens],2.78e-23
ML18542a,421.69,PFDN2,prefoldin subunit 2 [Homo sapiens],5.53e-39
ML00561a,417.77,ARHGAP39,rho GTPase-activating protein 39 isoform 2 [Homo sapiens],9.57e-58
ML068319a,416.70,GSN,gelsolin isoform b [Homo sapiens],5.25e-52
ML030911a,416.39,POLR2I,DNA-directed RNA polymerase II subunit RPB9 [Homo sapiens],3.70e-36
ML47556a,414.86,NDUFAB1,acyl carrier protein, mitochondrial precursor [Homo sapiens],3.25e-09
ML00402a,412.61,ATP6V1E1,V-type proton ATPase subunit E 1 isoform a [Homo sapiens],1.59e-64
ML15414a,410.70,ROMO1,reactive oxygen species modulator 1 [Homo sapiens],2.71e-20
ML066513a,409.34,CYC1,cytochrome c1, heme protein, mitochondrial precursor [Homo sapiens],7.35e-61
