#ID,TPM,SEBE_PEDROS_CELLS,TOP_HSAP_BLAST,TOPHIT_DESCRIPTION,BLAST_E-VALUE
ML26358a,18437.31,ACTB,actin, cytoplasmic 1 [Homo sapiens],0.0
ML276923a,16876.78,
ML13972a,5912.44,RPL23A,60S ribosomal protein L23a [Homo sapiens],2.85e-61
ML00976a,5847.65,RPL11,60S ribosomal protein L11 isoform 1 [Homo sapiens],1.46e-92
ML193210a,5731.19,RPL36,60S ribosomal protein L36 [Homo sapiens],1.72e-32
ML100010a,5708.50,RPS18,40S ribosomal protein S18 [Homo sapiens],8.97e-90
ML03311a,5690.77,RPS20,40S ribosomal protein S20 isoform 2 [Homo sapiens],3.11e-55
ML221324a,5618.63,RPL22,60S ribosomal protein L22 [Homo sapiens],6.64e-33
ML020045a,5469.13,TUBB4B,tubulin beta-4B chain [Homo sapiens],0.0
ML174735a,5449.11,ACTG1,actin, cytoplasmic 2 [Homo sapiens],0.0
ML148514a,5361.16,MYL6,myosin light polypeptide 6 isoform 1 [Homo sapiens],1.09e-38
ML173715a,5313.72,RPL12,60S ribosomal protein L12 [Homo sapiens],7.59e-89
ML05081a,5254.73,RPL27A,60S ribosomal protein L27a [Homo sapiens],2.63e-75
ML41825a,5158.15,
ML00365a,4950.89,RPS15,40S ribosomal protein S15 isoform 2 [Homo sapiens],8.88e-72
ML073267a,4851.05,
ML154196a,4764.21,RPL32,60S ribosomal protein L32 [Homo sapiens],2.63e-68
ML005344a,4662.18,
ML08065a,4660.28,RPL39,60S ribosomal protein L39 [Homo sapiens],6.73e-23
ML001922a,4581.49,RPL10L,60S ribosomal protein L10-like [Homo sapiens],3.89e-116
ML043315a,4544.37,RPL15,60S ribosomal protein L15 isoform 1 [Homo sapiens],9.51e-66
ML03315a,4406.72,RPL13A,60S ribosomal protein L13a isoform 1 [Homo sapiens],3.74e-89
ML147310a,4331.26,
ML06033a,4292.70,PRDX6,peroxiredoxin-6 [Homo sapiens],3.20e-93
ML358815a,4262.65,RPL31,60S ribosomal protein L31 isoform 1 [Homo sapiens],2.85e-54
ML053618a,4255.07,RPLP2,60S acidic ribosomal protein P2 [Homo sapiens],2.06e-25
ML03312a,4168.73,RPL17-C18orf32,,2.69e-82
ML148533a,4082.04,RPL13,60S ribosomal protein L13 isoform 1 [Homo sapiens],1.29e-89
ML02404a,4026.00,RPLP1,60S acidic ribosomal protein P1 isoform 1 [Homo sapiens],5.21e-25
ML04144a,4025.52,LOC101929876,,1.38e-55
ML43662a,3939.35,RPS15A,40S ribosomal protein S15a [Homo sapiens],1.04e-79
ML019148a,3924.73,RPL23,60S ribosomal protein L23 [Homo sapiens],1.86e-82
ML034637a,3922.90,RPS16,40S ribosomal protein S16 isoform 1 [Homo sapiens],1.99e-66
ML148534a,3875.46,RPL8,60S ribosomal protein L8 [Homo sapiens],1.00e-140
ML01824a,3853.67,FAU,ubiquitin-like protein fubi and ribosomal protein S30 precursor [Homo sapiens],2.36e-38
ML03027a,3760.97,RPL24,60S ribosomal protein L24 [Homo sapiens],3.33e-49
ML10436a,3758.85,
ML13937a,3756.81,
ML00748a,3751.45,RPS4X,40S ribosomal protein S4, X isoform [Homo sapiens],7.79e-139
ML01776a,3696.69,RPS23,40S ribosomal protein S23 [Homo sapiens],2.46e-90
ML021138a,3668.03,RPL28,60S ribosomal protein L28 isoform 2 [Homo sapiens],1.38e-21
ML013517a,3641.36,RPS7,40S ribosomal protein S7 [Homo sapiens],8.68e-81
ML079733a,3590.87,ATP5G1,,2.06e-43
ML09539a,3508.28,SLC25A5,ADP/ATP translocase 2 [Homo sapiens],2.41e-96
ML11636a,3505.68,RPS23,40S ribosomal protein S23 [Homo sapiens],2.46e-90
ML173716a,3504.03,RPL7,60S ribosomal protein L7 isoform 1 [Homo sapiens],8.13e-98
ML03874a,3337.75,UBA52,ubiquitin-60S ribosomal protein L40 isoform 1 precursor [Homo sapiens],6.52e-78
ML320917a,3316.10,RPS9,40S ribosomal protein S9 isoform a [Homo sapiens],9.55e-102
ML11723a,3292.62,
ML01504a,3282.89,RPS12,40S ribosomal protein S12 [Homo sapiens],1.07e-49
ML13373a,3255.43,RPS5,40S ribosomal protein S5 [Homo sapiens],3.87e-125
ML102253a,3193.36,RPS8,40S ribosomal protein S8 [Homo sapiens],3.30e-96
ML07395a,3170.67,RPL4,60S ribosomal protein L4 [Homo sapiens],3.21e-141
ML00958a,3154.22,RPS6,40S ribosomal protein S6 [Homo sapiens],1.10e-77
ML148538a,3133.88,RPL7A,60S ribosomal protein L7a [Homo sapiens],2.56e-105
ML051212a,3063.10,RPL19,60S ribosomal protein L19 isoform 1 [Homo sapiens],5.60e-85
ML033619a,3060.82,RPS12,40S ribosomal protein S12 [Homo sapiens],1.05e-49
ML03028a,3045.89,RPL10A,60S ribosomal protein L10a [Homo sapiens],1.44e-91
ML01626a,3033.87,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],1.68e-36
ML02303a,3027.71,EIF4A2,eukaryotic initiation factor 4A-II [Homo sapiens],0.0
ML08645a,3004.07,COX6B2,cytochrome c oxidase subunit 6B2 [Homo sapiens],2.05e-15
ML01249a,2987.70,RPS2,40S ribosomal protein S2 [Homo sapiens],6.89e-138
ML04796a,2932.48,RPS13,40S ribosomal protein S13 [Homo sapiens],2.81e-90
ML434311a,2807.39,PPIF,peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor [Homo sapiens],1.16e-89
ML13973a,2734.56,RPL5,60S ribosomal protein L5 [Homo sapiens],9.50e-126
ML29621a,2725.09,
ML07727a,2721.12,RPL3L,60S ribosomal protein L3-like [Homo sapiens],0.0
ML07333a,2698.27,
ML148539a,2685.65,RPS25,40S ribosomal protein S25 [Homo sapiens],9.52e-32
ML13377a,2657.56,NME2,nucleoside diphosphate kinase B isoform a [Homo sapiens],1.10e-70
ML006118a,2539.24,RPS3A,40S ribosomal protein S3a isoform 1 [Homo sapiens],2.14e-128
ML07001a,2450.27,
ML000313a,2367.80,SNRPD1,small nuclear ribonucleoprotein Sm D1 isoform 1 [Homo sapiens],2.58e-53
ML149631a,2358.14,CALM3,calmodulin-3 isoform 1 [Homo sapiens],1.29e-56
ML034635a,2311.78,RPS19,40S ribosomal protein S19 isoform 1 [Homo sapiens],2.04e-16
ML43661a,2291.00,RPSA,40S ribosomal protein SA isoform 1 [Homo sapiens],7.38e-109
ML090814a,2262.32,
ML03873a,2224.84,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],6.62e-64
ML13537a,2197.75,RPL22L1,60S ribosomal protein L22-like 1 isoform 1 [Homo sapiens],8.45e-33
ML154192a,2197.06,RPS14,40S ribosomal protein S14 [Homo sapiens],1.11e-86
ML18558a,2146.79,HSPA2,heat shock-related 70 kDa protein 2 [Homo sapiens],0.0
ML003244a,2069.97,
ML07002a,2024.37,
ML13041a,1992.81,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.36e-90
ML085023a,1931.07,
ML075211a,1881.11,GAS2,growth arrest-specific protein 2 isoform a [Homo sapiens],1.91e-12
ML06904a,1791.59,RPL6,60S ribosomal protein L6 isoform 1 [Homo sapiens],2.70e-63
ML434310a,1707.23,PPIF,peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor [Homo sapiens],6.08e-89
ML047312a,1706.14,ATP5D,,2.16e-37
ML21315a,1702.95,RPS3,40S ribosomal protein S3 isoform 1 [Homo sapiens],1.40e-137
ML04795a,1692.18,RPS13,40S ribosomal protein S13 [Homo sapiens],1.89e-85
ML014810a,1691.65,
ML03394a,1676.68,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.76e-91
ML17038a,1655.40,BTF3L4,transcription factor BTF3 homolog 4 isoform 1 [Homo sapiens],5.03e-57
ML26173a,1653.94,VDAC2,voltage-dependent anion-selective channel protein 2 isoform 2 [Homo sapiens],4.07e-59
ML27468a,1627.44,
ML14985a,1615.71,SLC25A3,phosphate carrier protein, mitochondrial isoform b precursor [Homo sapiens],3.15e-150
ML11542a,1613.69,EIF5A2,eukaryotic translation initiation factor 5A-2 [Homo sapiens],4.31e-41
ML17598a,1579.19,ATP6,ATP synthase F0 subunit 6 (mitochondrion) [Homo sapiens],5.90e-22
ML00985a,1571.65,RPL34,60S ribosomal protein L34 [Homo sapiens],5.26e-38
ML040421a,1553.85,ARF1,ADP-ribosylation factor 1 [Homo sapiens],3.43e-121
ML063338a,1548.69,L1CAM,neural cell adhesion molecule L1 isoform 1 precursor [Homo sapiens],6.46e-06
ML077624a,1530.69,CYCS,cytochrome c [Homo sapiens],7.94e-46
ML199816a,1520.82,
ML04201a,1517.98,SNRPG,small nuclear ribonucleoprotein G isoform a [Homo sapiens],4.00e-32
ML02003a,1466.84,PABPC1,polyadenylate-binding protein 1 [Homo sapiens],0.0
ML04283a,1442.65,
ML00502a,1438.86,TAGLN3,transgelin-3 [Homo sapiens],3.16e-13
ML14896a,1422.89,
ML25321a,1388.83,
ML26511a,1379.78,GABARAPL2,gamma-aminobutyric acid receptor-associated protein-like 2 [Homo sapiens],5.48e-60
ML002210a,1354.32,UQCRFS1,cytochrome b-c1 complex subunit Rieske, mitochondrial [Homo sapiens],1.67e-62
ML01071a,1351.68,
ML090218a,1343.47,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens],2.40e-69
ML03001a,1342.80,COX5B,cytochrome c oxidase subunit 5B, mitochondrial precursor [Homo sapiens],2.69e-04
ML14522a,1336.26,
ML28976a,1335.84,
ML17595a,1315.61,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],8.93e-104
ML03993a,1238.28,
ML29542a,1231.11,SLC22A5,solute carrier family 22 member 5 isoform b [Homo sapiens],8.21e-31
ML218013a,1225.67,TUBB2A,tubulin beta-2A chain isoform 1 [Homo sapiens],0.0
ML04011a,1193.73,HSP90AA1,heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],0.0
ML20602b,1185.47,TGFB1I1,transforming growth factor beta-1-induced transcript 1 protein isoform 1 [Homo sapiens],3.10e-09
ML398320a,1182.31,GNG7,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 [Homo sapiens],1.93e-09
ML051336a,1178.52,SNRPD3,small nuclear ribonucleoprotein Sm D3 [Homo sapiens],6.56e-56
ML02204a,1169.52,FAM120A,constitutive coactivator of PPAR-gamma-like protein 1 isoform a [Homo sapiens],8.73e-38
ML25764a,1169.12,
ML13702a,1162.28,COX6A1,cytochrome c oxidase subunit 6A1, mitochondrial [Homo sapiens],2.54e-11
ML013512a,1157.83,H3F3B,,1.91e-96
ML12368a,1148.88,MUC5B,mucin-5B precursor [Homo sapiens],2.22e-04
ML03454a,1148.04,RPL27,60S ribosomal protein L27 [Homo sapiens],1.34e-61
ML463521a,1138.06,GSN,gelsolin isoform b [Homo sapiens],6.85e-47
ML19986a,1129.72,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],3.56e-61
ML010310a,1115.95,
ML216336a,1100.22,PLAC8,placenta-specific gene 8 protein [Homo sapiens],3.43e-06
ML049620a,1084.34,
ML082113a,1077.64,RAP1B,ras-related protein Rap-1b isoform 1 precursor [Homo sapiens],4.19e-114
ML11055a,1060.65,ATP5A1,,0.0
ML375913a,1047.19,ARHGDIA,rho GDP-dissociation inhibitor 1 isoform a [Homo sapiens],3.72e-09
ML00108a,1045.67,UQCRB,cytochrome b-c1 complex subunit 7 isoform 1 [Homo sapiens],8.14e-04
ML019241a,1039.77,
ML049619a,1033.33,
ML10437a,1029.23,HEBP1,heme-binding protein 1 [Homo sapiens],1.18e-11
ML375911a,1019.36,ARHGDIB,rho GDP-dissociation inhibitor 2 [Homo sapiens],2.23e-38
ML33426a,1007.89,NACA,nascent polypeptide-associated complex subunit alpha isoform d [Homo sapiens],1.73e-68
ML04466a,1001.40,SNU13,NHP2-like protein 1 [Homo sapiens],7.84e-65
ML030915a,995.39,PFDN5,prefoldin subunit 5 isoform alpha [Homo sapiens],6.20e-40
ML00017a,989.58,EEF2,elongation factor 2 [Homo sapiens],0.0
ML06737a,973.62,TGFB1I1,transforming growth factor beta-1-induced transcript 1 protein isoform 1 [Homo sapiens],4.15e-17
ML01365a,966.94,YBX2,Y-box-binding protein 2 [Homo sapiens],1.68e-38
ML18257a,966.45,MRPL12,39S ribosomal protein L12, mitochondrial [Homo sapiens],1.89e-17
ML18542a,928.34,PFDN2,prefoldin subunit 2 [Homo sapiens],5.53e-39
ML05799a,922.28,
ML182032a,921.06,ATF2,cyclic AMP-dependent transcription factor ATF-2 isoform 1 [Homo sapiens],8.30e-07
ML257623a,918.60,GPX4,phospholipid hydroperoxide glutathione peroxidase isoform A precursor [Homo sapiens],4.55e-25
ML17599a,918.44,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],8.47e-41
ML016211a,915.20,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],1.14e-60
ML052910a,910.44,SERBP1,plasminogen activator inhibitor 1 RNA-binding protein isoform 3 [Homo sapiens],3.02e-05
ML458319a,891.31,HINT1,histidine triad nucleotide-binding protein 1 [Homo sapiens],1.04e-60
ML067017a,882.70,
ML19407a,881.78,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1 [Homo sapiens],6.47e-97
ML00303a,875.57,COTL1,coactosin-like protein [Homo sapiens],9.08e-25
ML021126a,868.43,SERP2,stress-associated endoplasmic reticulum protein 2 [Homo sapiens],8.08e-20
ML19987a,857.93,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],4.44e-62
ML079816a,855.77,
ML189324a,850.39,
ML04649a,848.08,
ML01311a,845.75,PPP2R1A,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform 1 [Homo sapiens],3.07e-72
ML154193a,832.91,ZRANB2,zinc finger Ran-binding domain-containing protein 2 isoform 1 [Homo sapiens],2.61e-52
ML21093a,821.93,
ML049621a,821.00,
ML08822a,818.66,
ML35607a,808.51,
ML030512a,807.92,
ML042111a,796.43,
ML27896a,794.54,TXN2,thioredoxin, mitochondrial precursor [Homo sapiens],1.72e-19
ML200267a,792.28,RAN,GTP-binding nuclear protein Ran isoform 1 [Homo sapiens],4.94e-131
ML12046a,791.38,PXDN,peroxidasin homolog precursor [Homo sapiens],5.88e-14
ML049025a,783.13,CDC42,cell division control protein 42 homolog isoform 1 precursor [Homo sapiens],1.17e-126
ML051910a,780.24,SSR4,translocon-associated protein subunit delta isoform 2 precursor [Homo sapiens],4.97e-09
ML040422a,776.76,SSR3,translocon-associated protein subunit gamma isoform 2 [Homo sapiens],2.27e-63
ML00962a,775.13,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1 [Homo sapiens],7.59e-98
ML06537a,768.22,CD53,leukocyte surface antigen CD53 isoform 1 [Homo sapiens],8.77e-33
ML149649a,764.07,ARL8A,ADP-ribosylation factor-like protein 8A isoform 1 [Homo sapiens],2.89e-109
ML10377a,763.78,TUBA1C,tubulin alpha-1C chain isoform c [Homo sapiens],2.30e-40
ML07216a,749.03,
ML17031a,747.13,GNG10,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 [Homo sapiens],1.57e-09
ML065736a,745.88,
ML14761a,742.85,
ML02115a,738.88,TIMM17B,mitochondrial import inner membrane translocase subunit Tim17-B isoform 2 [Homo sapiens],2.23e-58
ML10962a,734.65,
ML166415a,726.07,TXNDC2,thioredoxin domain-containing protein 2 isoform 1 [Homo sapiens],1.36e-16
ML074230a,721.52,SUMO1,small ubiquitin-related modifier 1 isoform a precursor [Homo sapiens],2.28e-32
ML132513a,721.13,WDR83OS,protein Asterix [Homo sapiens],2.26e-41
ML01625a,718.85,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],3.88e-35
ML008120a,715.50,
ML139113a,712.63,
ML116922a,710.37,
ML29544a,708.25,ATP5J,,0.005
ML20683a,707.44,UFM1,ubiquitin-fold modifier 1 isoform 1 [Homo sapiens],5.39e-50
ML234031a,705.23,
ML08102a,703.01,YWHAE,14-3-3 protein epsilon [Homo sapiens],3.29e-122
ML005315a,700.88,
ML14597a,696.17,
ML200242a,695.26,ATP5F1,,6.78e-32
ML279827a,692.50,
ML22301a,689.39,ZAN,zonadhesin isoform 3 precursor [Homo sapiens],1.55e-17
ML046327a,686.02,
ML33424a,683.86,ARPC1A,actin-related protein 2/3 complex subunit 1A isoform 1 [Homo sapiens],3.68e-130
ML02448a,675.28,
ML05422a,661.14,
ML049611a,656.57,CDK3,cyclin-dependent kinase 3 [Homo sapiens],2.35e-122
ML07463a,653.25,ATP5H,,2.10e-09
ML10931a,642.47,
ML23069a,632.83,MANF,mesencephalic astrocyte-derived neurotrophic factor precursor [Homo sapiens],1.58e-43
ML136016a,632.48,G3BP1,ras GTPase-activating protein-binding protein 1 [Homo sapiens],2.03e-43
ML104636a,627.67,CALM2,calmodulin-2 isoform 2 [Homo sapiens],1.09e-97
ML053611a,624.54,
ML015613a,622.19,AHCY,adenosylhomocysteinase isoform 1 [Homo sapiens],0.0
ML10031a,621.23,
ML001118a,618.48,PXN,paxillin isoform 1 [Homo sapiens],8.28e-123
ML048123a,616.35,ARPC2,actin-related protein 2/3 complex subunit 2 [Homo sapiens],9.69e-125
ML148520a,613.75,CNDP2,cytosolic non-specific dipeptidase isoform 1 [Homo sapiens],0.0
ML10374a,612.51,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],0.0
ML20252a,608.99,
ML16642a,601.44,
ML14779a,600.20,ATP5B,,0.0
ML053628a,597.31,
ML147611a,593.52,SCD,acyl-CoA desaturase [Homo sapiens],1.52e-13
ML051911a,590.59,SSR1,translocon-associated protein subunit alpha isoform 1 precursor [Homo sapiens],3.04e-17
ML02959a,586.97,CSRP3,cysteine and glycine-rich protein 3 isoform 1 [Homo sapiens],4.43e-47
ML204421a,583.57,OSTF1,osteoclast-stimulating factor 1 [Homo sapiens],2.78e-59
ML124231a,581.96,
ML458327a,581.39,SVEP1,sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor [Homo sapiens],2.14e-10
ML149632a,579.72,CALM3,calmodulin-3 isoform 1 [Homo sapiens],1.53e-56
ML143035a,579.32,B3GALT1,beta-1,3-galactosyltransferase 1 [Homo sapiens],5.90e-12
ML104619a,573.98,
ML271533a,573.46,UBE2I,SUMO-conjugating enzyme UBC9 [Homo sapiens],1.73e-97
ML25763a,573.32,
ML01447a,570.88,BOLA1,bolA-like protein 1 precursor [Homo sapiens],1.43e-08
ML109012a,569.34,
ML12076b,568.46,LIMS1,LIM and senescent cell antigen-like-containing domain protein 1 isoform a [Homo sapiens],3.35e-76
ML167037a,561.13,WDR61,WD repeat-containing protein 61 isoform a [Homo sapiens],7.75e-104
ML279826a,560.97,PCLO,protein piccolo isoform 1 [Homo sapiens],5.99e-08
ML07379a,557.76,
ML09353a,556.89,SSR2,translocon-associated protein subunit beta precursor [Homo sapiens],1.96e-38
ML234541a,553.54,ACTB,actin, cytoplasmic 1 [Homo sapiens],0.0
ML20023a,550.22,TMBIM6,bax inhibitor 1 isoform 1 [Homo sapiens],4.26e-48
ML055015a,548.42,MUC19,mucin-19 precursor [Homo sapiens],4.10e-18
ML00062a,548.29,PSMA2,proteasome subunit alpha type-2 [Homo sapiens],2.58e-134
ML071151a,546.07,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],9.64e-107
ML214314a,543.79,CCDC58,coiled-coil domain-containing protein 58 isoform 1 [Homo sapiens],1.44e-18
ML30691a,541.95,ETHE1,persulfide dioxygenase ETHE1, mitochondrial isoform 1 [Homo sapiens],2.16e-53
ML14968a,535.12,PSMB8,proteasome subunit beta type-8 isoform E2 precursor [Homo sapiens],2.39e-111
ML051213a,533.30,MAPRE3,microtubule-associated protein RP/EB family member 3 [Homo sapiens],9.40e-79
ML104347a,527.04,
ML234558a,526.30,PHB2,prohibitin-2 isoform 1 [Homo sapiens],2.43e-93
ML24286a,522.70,
ML09352a,521.47,ATP5C1,,1.02e-98
ML062220a,518.87,SKP1,S-phase kinase-associated protein 1 isoform b [Homo sapiens],2.24e-86
ML005132a,512.43,PMPCB,mitochondrial-processing peptidase subunit beta precursor [Homo sapiens],1.08e-170
ML034616a,512.25,NAA30,N-alpha-acetyltransferase 30 [Homo sapiens],3.86e-74
ML053627a,510.43,
ML14523a,505.84,
ML094335a,505.19,UBE2J2,ubiquitin-conjugating enzyme E2 J2 isoform 2 [Homo sapiens],2.00e-88
ML062211a,504.42,CHRAC1,chromatin accessibility complex protein 1 [Homo sapiens],2.26e-18
ML005325a,502.72,EIF2S1,eukaryotic translation initiation factor 2 subunit 1 [Homo sapiens],1.73e-135
ML02252a,499.69,SNRPE,small nuclear ribonucleoprotein E isoform 1 [Homo sapiens],2.21e-47
ML342219a,499.31,SF3B6,splicing factor 3B subunit 6 [Homo sapiens],4.94e-68
ML17725a,499.16,SEPT10,,3.74e-172
ML00531a,493.45,CCT6A,T-complex protein 1 subunit zeta isoform a [Homo sapiens],0.0
ML43581a,490.78,CAP1,adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],1.26e-57
ML09433a,489.10,TIMM23,mitochondrial import inner membrane translocase subunit Tim23 [Homo sapiens],2.93e-13
ML23186a,485.56,IDH2,isocitrate dehydrogenase [NADP], mitochondrial isoform 1 precursor [Homo sapiens],1.12e-145
ML234553a,484.98,
ML02143a,484.22,STRADA,STE20-related kinase adapter protein alpha isoform 1 [Homo sapiens],1.07e-27
ML00539a,482.96,
ML02763a,481.68,VBP1,prefoldin subunit 3 isoform 1 [Homo sapiens],4.39e-65
ML200246a,481.12,
ML34223a,479.85,PSMC5,26S proteasome regulatory subunit 8 isoform 1 [Homo sapiens],0.0
ML000113a,477.63,COL6A1,collagen alpha-1(VI) chain precursor [Homo sapiens],1.31e-13
ML04673a,476.14,
ML123110a,474.80,EIF3G,eukaryotic translation initiation factor 3 subunit G [Homo sapiens],2.15e-55
ML020020a,473.54,SELENOF,selenoprotein F isoform 1 precursor [Homo sapiens],1.05e-13
ML19069a,470.69,RAC2,ras-related C3 botulinum toxin substrate 2 [Homo sapiens],1.37e-113
ML13102a,469.38,IDH1,isocitrate dehydrogenase [NADP] cytoplasmic [Homo sapiens],4.86e-36
ML00787a,469.18,TMED9,transmembrane emp24 domain-containing protein 9 precursor [Homo sapiens],9.76e-96
ML04631a,465.85,REEP5,receptor expression-enhancing protein 5 [Homo sapiens],8.04e-16
ML398321a,464.49,GRB2,growth factor receptor-bound protein 2 isoform 1 [Homo sapiens],4.15e-54
ML046425a,464.06,
ML147610a,460.32,SCD5,stearoyl-CoA desaturase 5 isoform a [Homo sapiens],1.38e-89
ML216349a,459.89,ADTRP,androgen-dependent TFPI-regulating protein isoform 2 [Homo sapiens],5.76e-23
ML069719a,458.99,EIF3D,eukaryotic translation initiation factor 3 subunit D [Homo sapiens],0.0
ML37593a,458.66,
ML030010a,456.74,UBE2L3,ubiquitin-conjugating enzyme E2 L3 isoform 1 [Homo sapiens],1.83e-61
ML388112a,456.16,LOC101928841,uncharacterized protein LOC101928841 [Homo sapiens],4.00e-10
ML076024a,455.49,SAR1B,GTP-binding protein SAR1b [Homo sapiens],6.67e-91
ML090110a,451.64,NSA2,ribosome biogenesis protein NSA2 homolog isoform 1 [Homo sapiens],7.64e-151
ML1541107a,450.33,PIN1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Homo sapiens],1.18e-47
ML019233a,446.22,MUC19,mucin-19 precursor [Homo sapiens],3.46e-16
ML37633a,445.27,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 [Homo sapiens],0.005
ML05175a,444.83,SDHB,succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial precursor [Homo sapiens],5.81e-142
ML03504a,442.47,CCT8,T-complex protein 1 subunit theta isoform 1 [Homo sapiens],0.0
ML081011a,442.31,
ML011728a,439.52,DYNLRB2,dynein light chain roadblock-type 2 isoform 1 [Homo sapiens],5.13e-56
ML019113a,438.84,
ML06463a,438.55,PDCD5,programmed cell death protein 5 [Homo sapiens],4.05e-28
ML14308a,437.20,FUBP1,far upstream element-binding protein 1 isoform 2 [Homo sapiens],9.06e-20
ML032317a,435.13,HEBP2,heme-binding protein 2 isoform 2 [Homo sapiens],7.72e-13
ML270524a,433.56,ATP6V1F,V-type proton ATPase subunit F isoform 1 [Homo sapiens],2.91e-47
ML11634a,433.17,PSMA5,proteasome subunit alpha type-5 isoform 1 [Homo sapiens],1.31e-118
ML005120a,432.99,
ML05372a,432.20,ADAM9,disintegrin and metalloproteinase domain-containing protein 9 precursor [Homo sapiens],2.72e-60
ML04908a,431.45,DOT1L,histone-lysine N-methyltransferase, H3 lysine-79 specific [Homo sapiens],3.27e-05
ML005025a,428.73,HEBP2,heme-binding protein 2 isoform 2 [Homo sapiens],3.58e-12
ML032110a,428.01,ASIC5,acid-sensing ion channel 5 [Homo sapiens],7.64e-20
ML015722a,424.85,CREB3L3,cyclic AMP-responsive element-binding protein 3-like protein 3 isoform a [Homo sapiens],2.03e-32
ML04442a,421.70,
