#ID,TPM,SEBE_PEDROS_CELLS,TOP_HSAP_BLAST,TOPHIT_DESCRIPTION,BLAST_E-VALUE
ML276923a,37754.06,
ML101010a,16880.20,
ML06537a,2107.83,CD53,leukocyte surface antigen CD53 isoform 1 [Homo sapiens],8.77e-33
ML17038a,2034.78,BTF3L4,transcription factor BTF3 homolog 4 isoform 1 [Homo sapiens],5.03e-57
ML10438a,1944.93,
ML29621a,1907.91,
ML01383a,1906.59,SVEP1,sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor [Homo sapiens],7.89e-09
ML01626a,1906.16,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],1.68e-36
ML174735a,1858.27,ACTG1,actin, cytoplasmic 2 [Homo sapiens],0.0
ML040421a,1846.12,ARF1,ADP-ribosylation factor 1 [Homo sapiens],3.43e-121
ML015613a,1739.45,AHCY,adenosylhomocysteinase isoform 1 [Homo sapiens],0.0
ML00501a,1714.87,TAGLN3,transgelin-3 [Homo sapiens],2.24e-49
ML257623a,1701.35,GPX4,phospholipid hydroperoxide glutathione peroxidase isoform A precursor [Homo sapiens],4.55e-25
ML02404a,1677.69,RPLP1,60S acidic ribosomal protein P1 isoform 1 [Homo sapiens],5.21e-25
ML116922a,1661.86,
ML04011a,1644.65,HSP90AA1,heat shock protein HSP 90-alpha isoform 2 [Homo sapiens],0.0
ML434310a,1623.29,PPIF,peptidyl-prolyl cis-trans isomerase F, mitochondrial precursor [Homo sapiens],6.08e-89
ML13377a,1604.09,NME2,nucleoside diphosphate kinase B isoform a [Homo sapiens],1.10e-70
ML07333a,1563.07,
ML199816a,1554.67,
ML02303a,1549.69,EIF4A2,eukaryotic initiation factor 4A-II [Homo sapiens],0.0
ML22301a,1523.11,ZAN,zonadhesin isoform 3 precursor [Homo sapiens],1.55e-17
ML14522a,1522.98,
ML000313a,1514.63,SNRPD1,small nuclear ribonucleoprotein Sm D1 isoform 1 [Homo sapiens],2.58e-53
ML02003a,1473.01,PABPC1,polyadenylate-binding protein 1 [Homo sapiens],0.0
ML11723a,1451.94,
ML43661a,1449.81,RPSA,40S ribosomal protein SA isoform 1 [Homo sapiens],7.38e-109
ML079816a,1436.06,
ML10437a,1421.25,HEBP1,heme-binding protein 1 [Homo sapiens],1.18e-11
ML10435a,1415.10,HEBP1,heme-binding protein 1 [Homo sapiens],0.004
ML26173a,1397.93,VDAC2,voltage-dependent anion-selective channel protein 2 isoform 2 [Homo sapiens],4.07e-59
ML21093a,1371.77,
ML14985a,1338.70,SLC25A3,phosphate carrier protein, mitochondrial isoform b precursor [Homo sapiens],3.15e-150
ML07216a,1335.37,
ML11542a,1333.08,EIF5A2,eukaryotic translation initiation factor 5A-2 [Homo sapiens],4.31e-41
ML149631a,1310.85,CALM3,calmodulin-3 isoform 1 [Homo sapiens],1.29e-56
ML11055a,1287.97,ATP5A1,,0.0
ML04466a,1254.25,SNU13,NHP2-like protein 1 [Homo sapiens],7.84e-65
ML12368a,1239.48,MUC5B,mucin-5B precursor [Homo sapiens],2.22e-04
ML33426a,1231.36,NACA,nascent polypeptide-associated complex subunit alpha isoform d [Homo sapiens],1.73e-68
ML28976a,1226.49,
ML29542a,1212.48,SLC22A5,solute carrier family 22 member 5 isoform b [Homo sapiens],8.21e-31
ML14779a,1208.98,ATP5B,,0.0
ML141114a,1192.34,BHMT,betaine--homocysteine S-methyltransferase 1 [Homo sapiens],2.20e-91
ML01365a,1185.17,YBX2,Y-box-binding protein 2 [Homo sapiens],1.68e-38
ML04795a,1148.67,RPS13,40S ribosomal protein S13 [Homo sapiens],1.89e-85
ML104636a,1148.50,CALM2,calmodulin-2 isoform 2 [Homo sapiens],1.09e-97
ML07001a,1130.14,
ML17599a,1116.41,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],8.47e-41
ML26511a,1106.02,GABARAPL2,gamma-aminobutyric acid receptor-associated protein-like 2 [Homo sapiens],5.48e-60
ML04201a,1100.27,SNRPG,small nuclear ribonucleoprotein G isoform a [Homo sapiens],4.00e-32
ML10377a,1080.60,TUBA1C,tubulin alpha-1C chain isoform c [Homo sapiens],2.30e-40
ML27468a,1072.31,
ML05442a,1069.91,P4HB,protein disulfide-isomerase precursor [Homo sapiens],5.60e-170
ML03454a,1063.81,RPL27,60S ribosomal protein L27 [Homo sapiens],1.34e-61
ML15414a,1042.96,ROMO1,reactive oxygen species modulator 1 [Homo sapiens],2.71e-20
ML00303a,1039.82,COTL1,coactosin-like protein [Homo sapiens],9.08e-25
ML132021a,1025.55,ERH,enhancer of rudimentary homolog [Homo sapiens],5.09e-50
ML05175a,1025.27,SDHB,succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial precursor [Homo sapiens],5.81e-142
ML29544a,1023.55,ATP5J,,0.005
ML161321a,1022.32,
ML24286a,1019.59,
ML149632a,1010.70,CALM3,calmodulin-3 isoform 1 [Homo sapiens],1.53e-56
ML25764a,1003.37,
ML077624a,998.74,CYCS,cytochrome c [Homo sapiens],7.94e-46
ML096811a,988.11,UBC,polyubiquitin-C [Homo sapiens],0.0
ML200267a,978.94,RAN,GTP-binding nuclear protein Ran isoform 1 [Homo sapiens],4.94e-131
ML01674a,978.84,
ML10962a,978.69,
ML01167a,955.66,
ML182032a,931.03,ATF2,cyclic AMP-dependent transcription factor ATF-2 isoform 1 [Homo sapiens],8.30e-07
ML16642a,928.73,
ML090218a,928.66,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit [Homo sapiens],2.40e-69
ML08645a,921.24,COX6B2,cytochrome c oxidase subunit 6B2 [Homo sapiens],2.05e-15
ML01071a,918.21,
ML03001a,893.05,COX5B,cytochrome c oxidase subunit 5B, mitochondrial precursor [Homo sapiens],2.69e-04
ML139113a,883.19,
ML021126a,882.21,SERP2,stress-associated endoplasmic reticulum protein 2 [Homo sapiens],8.08e-20
ML13041a,873.85,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.36e-90
ML19407a,871.91,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1 [Homo sapiens],6.47e-97
ML04649a,845.76,
ML02204a,838.58,FAM120A,constitutive coactivator of PPAR-gamma-like protein 1 isoform a [Homo sapiens],8.73e-38
ML35651a,838.37,ACTG1,actin, cytoplasmic 2 [Homo sapiens],0.0
ML018020a,818.42,MAT2A,S-adenosylmethionine synthase isoform type-2 [Homo sapiens],0.0
ML019233a,806.59,MUC19,mucin-19 precursor [Homo sapiens],3.46e-16
ML051910a,786.41,SSR4,translocon-associated protein subunit delta isoform 2 precursor [Homo sapiens],4.97e-09
ML19986a,776.69,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],3.56e-61
ML019113a,775.78,
ML278910a,774.27,CALR,calreticulin precursor [Homo sapiens],8.93e-160
ML209113a,772.68,COX5A,cytochrome c oxidase subunit 5A, mitochondrial precursor [Homo sapiens],4.15e-17
ML012013a,767.74,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],1.41e-95
ML01625a,764.02,EEF1D,elongation factor 1-delta isoform 1 [Homo sapiens],3.88e-35
ML05806a,731.47,ATP1B1,sodium/potassium-transporting ATPase subunit beta-1 [Homo sapiens],1.92e-12
ML07289a,716.62,
ML124231a,706.42,
ML043316a,704.49,NME2,nucleoside diphosphate kinase B isoform a [Homo sapiens],1.74e-69
ML07463a,699.10,ATP5H,,2.10e-09
ML270547a,684.47,
ML010310a,683.62,
ML10006a,677.50,ATP5O,,9.86e-47
ML07898a,674.97,
ML074230a,674.00,SUMO1,small ubiquitin-related modifier 1 isoform a precursor [Homo sapiens],2.28e-32
ML071151a,673.75,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],9.64e-107
ML049025a,669.58,CDC42,cell division control protein 42 homolog isoform 1 precursor [Homo sapiens],1.17e-126
ML047312a,666.08,ATP5D,,2.16e-37
ML04673a,660.82,
ML20831a,659.92,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],0.0
ML00017a,657.41,EEF2,elongation factor 2 [Homo sapiens],0.0
ML049611a,648.44,CDK3,cyclin-dependent kinase 3 [Homo sapiens],2.35e-122
ML082113a,645.42,RAP1B,ras-related protein Rap-1b isoform 1 precursor [Homo sapiens],4.19e-114
ML040422a,644.16,SSR3,translocon-associated protein subunit gamma isoform 2 [Homo sapiens],2.27e-63
ML154193a,644.14,ZRANB2,zinc finger Ran-binding domain-containing protein 2 isoform 1 [Homo sapiens],2.61e-52
ML075211a,643.30,GAS2,growth arrest-specific protein 2 isoform a [Homo sapiens],1.91e-12
ML061710a,636.29,SUCLG1,succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial precursor [Homo sapiens],3.04e-143
ML13702a,632.59,COX6A1,cytochrome c oxidase subunit 6A1, mitochondrial [Homo sapiens],2.54e-11
ML109012a,629.87,
ML17598a,622.62,ATP6,ATP synthase F0 subunit 6 (mitochondrion) [Homo sapiens],5.90e-22
ML270522a,622.32,SVEP1,sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor [Homo sapiens],1.70e-12
ML01917a,622.02,
ML10375a,621.52,TUBA1A,tubulin alpha-1A chain isoform 1 [Homo sapiens],1.69e-162
ML102257a,617.39,
ML02252a,611.39,SNRPE,small nuclear ribonucleoprotein E isoform 1 [Homo sapiens],2.21e-47
ML25999a,607.25,
ML065726a,602.82,
ML05472a,599.97,OXSR1,serine/threonine-protein kinase OSR1 [Homo sapiens],1.59e-141
ML09352a,596.28,ATP5C1,,1.02e-98
ML03704a,596.08,
ML002210a,590.40,UQCRFS1,cytochrome b-c1 complex subunit Rieske, mitochondrial [Homo sapiens],1.67e-62
ML10192a,587.77,GAPDH,glyceraldehyde-3-phosphate dehydrogenase isoform 1 [Homo sapiens],4.53e-80
ML074211a,586.94,SET,protein SET isoform 2 [Homo sapiens],2.60e-76
ML11481a,583.08,
ML005315a,582.99,
ML016211a,581.45,RPL18,60S ribosomal protein L18 isoform 1 [Homo sapiens],1.14e-60
ML12367a,577.75,VWF,von Willebrand factor preproprotein [Homo sapiens],0.001
ML030915a,575.10,PFDN5,prefoldin subunit 5 isoform alpha [Homo sapiens],6.20e-40
ML032333a,573.93,HEBP1,heme-binding protein 1 [Homo sapiens],8.73e-05
ML13376a,572.04,UBA52,ubiquitin-60S ribosomal protein L40 isoform 1 precursor [Homo sapiens],6.52e-78
ML14597a,571.66,
ML12319a,571.41,ATP6V0B,V-type proton ATPase 21 kDa proteolipid subunit isoform 1 [Homo sapiens],6.17e-67
ML200219a,567.38,SEC61A1,protein transport protein Sec61 subunit alpha isoform 1 [Homo sapiens],0.0
ML04146a,564.74,DDX39B,spliceosome RNA helicase DDX39B [Homo sapiens],0.0
ML23186a,559.17,IDH2,isocitrate dehydrogenase [NADP], mitochondrial isoform 1 precursor [Homo sapiens],1.12e-145
ML00502a,545.26,TAGLN3,transgelin-3 [Homo sapiens],3.16e-13
ML005132a,545.07,PMPCB,mitochondrial-processing peptidase subunit beta precursor [Homo sapiens],1.08e-170
ML271533a,534.46,UBE2I,SUMO-conjugating enzyme UBC9 [Homo sapiens],1.73e-97
ML051911a,526.59,SSR1,translocon-associated protein subunit alpha isoform 1 precursor [Homo sapiens],3.04e-17
ML04283a,524.26,
ML375913a,524.16,ARHGDIA,rho GDP-dissociation inhibitor 1 isoform a [Homo sapiens],3.72e-09
ML03394a,520.87,MYL12B,myosin regulatory light chain 12B [Homo sapiens],1.76e-91
ML046318a,520.24,NFASC,neurofascin isoform 8 precursor [Homo sapiens],7.27e-11
ML02736a,518.49,
ML05851a,514.09,PRPS1,ribose-phosphate pyrophosphokinase 1 isoform 1 [Homo sapiens],0.0
ML216312a,507.27,PRDX1,peroxiredoxin-1 [Homo sapiens],7.95e-86
ML015750a,505.16,CCT4,T-complex protein 1 subunit delta isoform a [Homo sapiens],0.0
ML359314a,502.27,
ML06192a,500.76,GLRX5,glutaredoxin-related protein 5, mitochondrial precursor [Homo sapiens],6.24e-07
ML08135a,499.38,NPTX2,neuronal pentraxin-2 precursor [Homo sapiens],7.05e-09
ML003244a,496.19,
ML00624a,493.64,GLIPR2,Golgi-associated plant pathogenesis-related protein 1 isoform a [Homo sapiens],4.67e-28
ML00108a,491.33,UQCRB,cytochrome b-c1 complex subunit 7 isoform 1 [Homo sapiens],8.14e-04
ML216336a,484.67,PLAC8,placenta-specific gene 8 protein [Homo sapiens],3.43e-06
ML05174a,483.04,PRELID1,PRELI domain-containing protein 1, mitochondrial isoform 1 precursor [Homo sapiens],1.41e-23
ML234558a,481.06,PHB2,prohibitin-2 isoform 1 [Homo sapiens],2.43e-93
ML1541105a,479.89,PRDX1,peroxiredoxin-1 [Homo sapiens],5.12e-96
ML014425a,475.69,CTSD,cathepsin D preproprotein [Homo sapiens],1.09e-45
ML040519a,474.07,
ML016719a,472.63,
ML36923a,468.27,PA2G4,proliferation-associated protein 2G4 [Homo sapiens],5.47e-134
ML02763a,467.13,VBP1,prefoldin subunit 3 isoform 1 [Homo sapiens],4.39e-65
ML076024a,462.19,SAR1B,GTP-binding protein SAR1b [Homo sapiens],6.67e-91
ML02968a,459.36,PSMA7,proteasome subunit alpha type-7 [Homo sapiens],2.99e-127
ML19987a,458.90,DYNLL2,dynein light chain 2, cytoplasmic [Homo sapiens],4.44e-62
ML04522a,457.04,
ML138311a,456.94,PTGES3L-AARSD1,,1.33e-06
ML04631a,456.79,REEP5,receptor expression-enhancing protein 5 [Homo sapiens],8.04e-16
ML13102a,454.16,IDH1,isocitrate dehydrogenase [NADP] cytoplasmic [Homo sapiens],4.86e-36
ML210018a,450.78,PRMT1,protein arginine N-methyltransferase 1 isoform 1 [Homo sapiens],2.71e-180
ML43091a,450.76,
ML052318a,450.57,EIF2S3,eukaryotic translation initiation factor 2 subunit 3 [Homo sapiens],0.0
ML049619a,449.80,
ML052315a,448.82,SDCBP,syntenin-1 isoform 1 [Homo sapiens],1.12e-82
ML375911a,447.03,ARHGDIB,rho GDP-dissociation inhibitor 2 [Homo sapiens],2.23e-38
ML017310a,446.60,CTSL,cathepsin L1 isoform 1 preproprotein [Homo sapiens],6.76e-117
ML11825a,443.85,DPY30,protein dpy-30 homolog isoform 1 [Homo sapiens],3.57e-15
ML010121a,442.00,YPEL5,protein yippee-like 5 [Homo sapiens],3.10e-18
ML02115a,441.20,TIMM17B,mitochondrial import inner membrane translocase subunit Tim17-B isoform 2 [Homo sapiens],2.23e-58
ML049621a,437.20,
ML18355a,436.12,CKB,creatine kinase B-type isoform 1 [Homo sapiens],1.18e-28
ML073256a,434.52,SOD1,superoxide dismutase [Cu-Zn] [Homo sapiens],3.16e-57
ML00762a,432.99,
ML062222a,432.45,
ML01311a,428.10,PPP2R1A,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform 1 [Homo sapiens],3.07e-72
ML12347a,425.47,DBI,acyl-CoA-binding protein isoform 3 [Homo sapiens],7.90e-33
ML154510a,425.37,SMIM14,small integral membrane protein 14 [Homo sapiens],2.45e-19
ML30771a,421.33,TXN,thioredoxin isoform 1 [Homo sapiens],2.67e-08
ML34223a,421.24,PSMC5,26S proteasome regulatory subunit 8 isoform 1 [Homo sapiens],0.0
ML040729a,420.73,
ML13611a,418.14,EEF1G,elongation factor 1-gamma [Homo sapiens],6.71e-63
ML005120a,417.41,
ML358836a,414.73,NDUFAB1,acyl carrier protein, mitochondrial precursor [Homo sapiens],5.13e-14
ML189324a,412.16,
ML03505a,408.83,CCT5,T-complex protein 1 subunit epsilon isoform a [Homo sapiens],0.0
ML062220a,407.73,SKP1,S-phase kinase-associated protein 1 isoform b [Homo sapiens],2.24e-86
ML166415a,407.06,TXNDC2,thioredoxin domain-containing protein 2 isoform 1 [Homo sapiens],1.36e-16
ML076016a,405.61,SYNDIG1,synapse differentiation-inducing gene protein 1 [Homo sapiens],1.60e-07
ML14896a,405.20,
ML13165a,405.12,PITPNB,phosphatidylinositol transfer protein beta isoform isoform 1 [Homo sapiens],2.26e-97
ML04463a,404.78,
ML358828a,403.01,
ML063337a,402.82,MDH2,malate dehydrogenase, mitochondrial isoform 1 precursor [Homo sapiens],2.14e-149
ML13166a,400.44,PSMA3,proteasome subunit alpha type-3 isoform 1 [Homo sapiens],7.04e-117
ML032317a,397.08,HEBP2,heme-binding protein 2 isoform 2 [Homo sapiens],7.72e-13
ML156515a,396.80,CCT7,T-complex protein 1 subunit eta isoform a [Homo sapiens],0.0
ML11646a,394.38,SNRPB,small nuclear ribonucleoprotein-associated proteins B and B' isoform B [Homo sapiens],4.78e-50
ML43581a,394.15,CAP1,adenylyl cyclase-associated protein 1 isoform a [Homo sapiens],1.26e-57
ML07002a,390.51,
ML29543a,387.45,LARP6,la-related protein 6 isoform 1 [Homo sapiens],4.62e-27
ML261720a,386.49,TG,thyroglobulin precursor [Homo sapiens],9.37e-05
ML07465a,385.49,CS,citrate synthase, mitochondrial precursor [Homo sapiens],0.0
ML03504a,384.52,CCT8,T-complex protein 1 subunit theta isoform 1 [Homo sapiens],0.0
ML017426a,384.03,
ML12848a,383.03,DAD1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 [Homo sapiens],2.60e-51
ML053627a,378.83,
ML14598a,378.08,HSPD1,60 kDa heat shock protein, mitochondrial [Homo sapiens],7.24e-71
ML065736a,377.85,
ML02448a,377.52,
ML091219a,376.58,TCP1,T-complex protein 1 subunit alpha isoform a [Homo sapiens],0.0
ML051336a,376.44,SNRPD3,small nuclear ribonucleoprotein Sm D3 [Homo sapiens],6.56e-56
ML01501a,374.71,
ML007420a,374.16,EIF3A,eukaryotic translation initiation factor 3 subunit A [Homo sapiens],2.64e-156
ML04442a,373.24,
ML33424a,370.98,ARPC1A,actin-related protein 2/3 complex subunit 1A isoform 1 [Homo sapiens],3.68e-130
ML008113a,369.57,PAPSS2,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 isoform b [Homo sapiens],0.0
ML26071a,369.44,PSAP,prosaposin isoform a preproprotein [Homo sapiens],1.15e-11
ML01098a,367.80,
ML200242a,367.34,ATP5F1,,6.78e-32
ML14523a,367.17,
ML398321a,363.42,GRB2,growth factor receptor-bound protein 2 isoform 1 [Homo sapiens],4.15e-54
ML071318a,361.97,ATP6V1G1,V-type proton ATPase subunit G 1 [Homo sapiens],5.01e-27
ML065728a,359.27,CTSD,cathepsin D preproprotein [Homo sapiens],1.12e-44
ML17031a,357.97,GNG10,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 [Homo sapiens],1.57e-09
ML00486a,356.96,PPP1CB,serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform 1 [Homo sapiens],0.0
ML09108a,356.17,
ML234541a,355.18,ACTB,actin, cytoplasmic 1 [Homo sapiens],0.0
ML01915a,353.26,EIF3M,eukaryotic translation initiation factor 3 subunit M isoform 1 [Homo sapiens],2.57e-68
ML01918a,351.49,PDHB,pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform 1 precursor [Homo sapiens],1.05e-55
ML09143a,351.25,
